키,몸무게,총장,어깨너비,가슴단면
172,95,43.4,44.3,33.5
172,96,45.0,44.8,35.9
172,97,46.0,44.8,34.0
172,98,45.0,46.0,36.8
172,99,46.0,42.3,37.6
172,100,45.8,46.7,36.2
173,45,41.3,44.8,29.6
173,47,39.6,37.6,26.3
173,48,42.9,42.1,27.9
173,50,40.9,40.5,27.2
173,51,38.3,42.6,31.5
173,52,42.0,42.4,28.0
173,53,42.7,42.1,28.0
173,54,43.3,40.9,28.5
173,55,42.3,41.6,28.6
173,56,39.0,44.0,32.0
173,57,43.4,42.3,30.3
173,58,40.6,41.5,30.2
173,59,42.0,43.6,29.9
173,60,43.2,42.0,29.6
173,61,41.1,42.3,30.5
173,62,41.6,43.6,31.4
173,63,41.3,43.6,31.4
173,64,42.5,42.9,29.9
173,65,42.6,46.7,36.9
173,66,43.7,43.1,32.7
173,67,43.0,43.7,31.7
173,68,42.4,43.6,32.0
173,69,42.1,43.6,32.8
173,70,43.1,43.8,32.3
173,71,43.2,43.9,33.3
173,72,43.9,44.2,33.6
173,73,42.2,45.8,34.2
173,74,42.7,44.3,31.7
173,75,43.4,44.5,31.9
173,76,44.0,45.3,33.0
173,77,43.3,44.4,33.3
173,78,43.9,45.5,33.6
173,79,43.4,44.4,32.5
173,80,42.7,44.5,32.4
173,81,45.0,45.0,33.8
173,82,44.2,44.9,33.5
173,83,46.4,43.8,34.6
173,84,42.9,43.8,33.0
173,85,42.6,45.4,33.1
173,86,41.9,46.7,36.8
173,87,41.2,44.8,36.2
173,88,42.8,44.4,34.4
173,89,43.6,45.5,34.4
173,90,42.8,46.3,35.6
173,91,45.4,45.4,35.2
173,92,44.2,41.9,34.2
173,93,44.4,46.1,32.9
173,94,45.2,39.2,33.6
173,95,45.5,47.1,34.1
173,96,45.9,45.1,34.7
173,97,39.0,47.0,37.0
173,99,49.0,45.5,41.8
173,101,44.8,44.6,35.4
173,102,43.5,45.8,38.3
173,104,48.5,46.1,41.7
174,49,45.0,44.2,29.1
174,50,42.0,40.7,27.0
174,51,37.8,37.0,26.7
174,52,42.6,41.8,27.8
174,53,40.9,42.1,31.4
174,54,43.6,41.2,29.8
174,55,40.7,43.0,28.2
174,56,42.9,41.7,28.6
174,57,42.9,43.0,29.3
174,58,43.1,42.8,28.9
174,59,41.2,44.0,30.9
174,60,43.1,43.0,30.0
174,61,42.8,42.6,29.7
174,62,43.4,42.9,30.7
174,63,42.5,44.2,31.8
174,64,43.3,43.0,30.7
174,65,43.8,49.1,38.5
174,66,43.6,44.0,31.5
174,67,42.3,44.6,32.7
174,68,43.5,43.4,30.8
174,69,43.8,44.1,33.0
174,70,43.2,45.5,34.7
174,71,43.2,46.2,34.0
174,72,44.3,44.5,32.4
174,73,43.3,42.8,32.6
174,74,43.0,44.5,33.0
174,75,44.6,44.6,33.0
174,76,43.5,44.3,32.9
174,77,43.3,44.8,33.8
174,78,43.1,45.0,33.9
174,79,44.9,44.1,33.8
174,80,42.6,46.5,35.5
174,81,44.6,45.8,34.3
174,82,43.8,46.4,34.2
174,83,43.6,46.1,34.3
174,84,44.2,44.9,34.0
174,85,44.6,44.9,34.4
174,86,43.6,45.8,33.6
174,87,44.8,45.0,33.7
174,88,42.6,46.0,36.9
174,89,45.3,45.0,34.2
174,90,44.0,48.2,33.4
174,91,46.3,45.6,33.8
174,92,44.7,45.9,35.4
174,93,44.0,46.3,35.3
174,94,45.7,44.2,36.4
174,96,46.4,46.3,35.2
174,98,45.7,46.6,40.6
174,100,46.0,45.5,37.4
174,103,44.2,43.9,35.0
174,104,45.5,45.0,35.3
174,106,44.6,45.3,34.3
174,111,46.4,50.5,34.5
174,113,44.4,43.9,37.1
174,115,48.5,48.1,37.5
175,48,41.5,41.3,27.8
175,49,38.4,37.1,28.1
175,52,43.1,41.6,27.9
175,54,39.0,41.4,26.0
175,55,44.2,41.8,30.8
175,56,42.2,41.8,28.1
175,57,44.3,41.6,28.4
175,58,42.0,44.0,30.7
175,59,42.1,43.0,30.0
175,60,42.9,42.4,29.5
175,61,41.9,43.8,31.9
175,62,42.8,43.6,31.0
175,63,42.2,42.9,31.2
175,64,42.3,43.3,31.2
175,65,43.9,48.5,38.4
175,66,43.4,42.5,31.2
175,67,42.7,44.4,31.3
175,68,42.5,44.3,31.7
175,69,43.3,44.1,31.9
175,70,42.3,46.1,33.6
175,71,43.2,44.2,31.3
175,72,42.7,46.0,34.0
175,73,43.1,44.6,33.9
175,74,43.5,44.8,33.0
175,75,44.7,45.1,33.1
175,76,44.3,44.4,32.1
175,77,43.7,44.1,31.8
175,78,42.0,44.2,33.9
175,79,44.0,43.8,32.0
175,80,44.2,44.6,32.9
175,81,44.2,45.9,36.2
175,82,42.7,46.2,34.8
175,83,44.5,44.6,33.0
175,84,44.3,45.3,33.7
175,85,45.6,46.0,33.4
175,86,43.5,48.7,39.6
175,87,43.7,44.6,34.4
175,88,43.6,45.8,33.6
175,89,43.2,47.6,33.8
175,90,44.0,45.8,34.9
175,91,44.3,43.6,34.8
175,92,44.0,44.6,34.5
175,93,45.9,45.3,37.3
175,94,49.0,49.8,39.4
175,95,42.9,47.0,34.2
175,97,46.2,44.0,34.3
175,99,41.1,46.3,35.6
175,100,46.0,48.7,36.0
175,103,44.4,52.6,36.8
175,105,41.2,47.3,35.3
175,106,44.3,46.0,37.6
175,109,47.6,43.2,39.4
176,52,40.6,42.1,28.4
176,53,43.4,42.4,26.8
176,54,43.8,41.6,28.5
176,55,44.2,41.6,30.2
176,56,41.9,42.9,30.4
176,57,41.1,42.8,27.2
176,58,43.3,41.8,28.3
176,59,43.1,43.2,28.7
176,60,42.9,43.2,31.4
176,61,42.3,42.8,29.8
176,62,43.1,43.4,30.4
176,63,43.0,43.2,29.7
176,64,43.2,44.5,32.2
176,65,43.7,52.1,42.7
176,66,43.7,43.6,30.6
176,67,43.2,44.3,31.4
176,68,43.5,43.8,31.7
176,69,44.3,44.0,31.2
176,70,43.5,44.8,31.9
176,71,42.7,44.0,31.3
176,72,43.4,45.0,31.8
176,73,42.7,45.1,34.1
176,74,43.6,43.6,32.0
176,75,42.9,44.5,34.7
176,76,43.2,45.7,33.1
176,77,44.0,47.8,36.3
176,78,42.7,45.1,33.9
176,79,43.2,45.2,36.1
176,80,42.3,47.7,36.7
176,81,43.3,45.7,32.8
176,82,43.7,45.7,34.8
176,83,43.9,46.3,35.5
176,84,43.8,45.0,33.9
176,85,44.2,46.1,35.3
176,86,42.9,46.7,33.7
176,87,42.9,46.8,36.5
176,88,43.8,45.7,33.9
176,89,43.4,47.1,37.3
176,90,44.7,45.6,34.3
176,91,47.5,49.4,37.3
176,92,42.7,48.3,37.4
176,93,43.9,45.8,35.8
176,94,46.2,47.7,36.2
176,95,44.0,45.4,32.4
176,96,46.0,47.0,34.5
176,97,42.5,49.8,44.5
176,98,47.3,42.5,40.4
176,99,43.8,48.4,36.5
176,100,46.6,44.8,34.6
176,101,45.0,47.2,36.1
176,102,43.2,44.8,35.4
176,103,44.7,45.2,35.9
176,106,42.8,44.3,35.3
176,114,43.8,44.7,37.4
176,117,50.1,47.4,37.6
177,43,39.5,39.2,26.1
177,48,42.4,39.1,27.0
177,51,42.1,43.0,28.6
177,52,40.4,40.5,28.9
177,53,43.5,43.5,27.6
177,54,44.2,42.7,29.6
177,55,44.0,43.6,28.4
177,56,41.2,42.5,27.8
177,58,43.0,41.8,29.6
177,59,42.8,42.8,29.2
177,60,43.6,42.8,29.6
177,61,41.9,44.9,32.5
177,62,45.7,41.3,30.3
177,63,43.5,42.8,30.3
177,64,43.3,45.3,31.6
177,65,45.0,51.1,41.4
177,66,42.2,45.1,33.3
177,67,42.4,43.6,32.7
177,68,43.3,43.1,31.8
177,69,43.9,44.0,32.0
177,70,43.5,44.9,32.3
177,71,42.6,45.0,33.3
177,72,43.7,44.4,32.9
177,73,43.8,45.0,31.6
177,74,43.3,45.0,32.7
177,75,44.3,44.6,33.2
177,76,43.9,45.5,33.8
177,77,44.2,45.8,33.9
177,78,43.3,45.2,32.7
177,79,42.5,47.3,36.1
177,80,45.1,45.3,32.7
177,81,43.1,47.3,36.7
177,82,44.1,45.3,33.5
177,83,45.9,44.3,33.8
177,84,43.0,47.0,36.2
177,85,43.0,46.3,35.5
177,86,44.6,47.8,37.6
177,87,44.5,45.3,35.8
177,88,44.7,45.0,33.6
177,89,47.0,46.0,36.2
177,90,45.9,46.0,33.2
177,91,44.3,46.6,34.6
177,92,42.0,51.4,42.4
177,93,43.5,43.5,33.0
177,94,46.0,47.2,33.9
177,95,42.5,45.8,35.0
177,96,43.7,46.7,35.0
177,97,45.3,44.8,37.9
177,100,45.5,44.7,35.4
177,101,38.9,54.4,45.8
177,102,45.5,45.9,36.8
177,103,46.4,45.5,36.4
177,106,45.0,43.5,34.0
177,107,43.5,46.2,35.2
177,108,46.5,47.1,35.0
177,109,50.6,47.5,40.3
178,49,40.3,38.9,26.9
178,52,42.0,39.2,27.5
178,54,40.6,41.2,26.7
178,55,42.2,44.8,28.5
178,56,42.9,44.0,27.6
178,57,45.1,42.1,29.6
178,58,41.3,40.8,29.2
178,59,44.4,43.0,29.8
178,60,43.4,42.3,29.9
178,61,42.3,43.4,31.1
178,62,42.9,43.9,29.8
178,63,42.8,44.4,29.5
178,64,43.9,43.0,29.6
178,65,45.4,51.9,42.8
178,66,44.3,43.4,30.7
178,67,42.3,44.4,32.3
178,68,43.3,45.0,31.9
178,69,41.4,45.0,31.7
178,70,44.0,44.2,31.5
178,71,43.5,43.8,32.2
178,72,43.3,43.9,32.7
178,73,43.9,43.3,31.7
178,74,43.2,45.9,34.8
178,75,44.0,45.6,33.2
178,76,43.4,44.7,32.3
178,77,44.6,45.1,32.7
178,78,44.0,46.7,34.3
178,79,43.1,47.4,35.6
178,80,45.8,44.5,34.2
178,81,43.5,46.6,36.2
178,82,43.4,45.8,34.6
178,83,45.0,45.9,34.9
178,84,43.8,46.2,36.0
178,85,46.4,45.6,33.6
178,86,43.2,46.2,34.4
178,87,43.4,47.1,35.3
178,88,44.0,45.1,33.3
178,89,44.4,44.1,33.6
178,90,45.8,47.1,34.4
178,91,45.7,45.3,33.3
178,92,46.2,45.5,34.0
178,93,44.4,45.0,34.3
178,94,45.4,48.1,35.5
178,95,45.2,45.0,33.5
178,96,47.5,48.0,37.3
178,97,43.3,45.5,33.8
178,98,45.8,46.7,37.5
178,101,43.1,47.1,41.0
178,102,47.7,49.0,35.8
178,105,44.1,48.2,35.0
178,107,46.0,46.5,34.9
178,110,48.1,44.7,32.9
178,113,46.3,50.4,36.1
179,51,38.6,38.2,26.0
179,53,40.4,42.2,29.0
179,54,38.2,42.6,27.7
179,55,45.2,44.8,28.9
179,56,42.6,43.6,29.7
179,57,43.7,44.6,29.2
179,58,47.2,42.5,29.7
179,59,43.6,43.1,29.7
179,60,43.8,43.0,29.5
179,61,41.8,46.4,32.5
179,62,44.1,43.6,31.2
179,63,44.3,43.8,29.6
179,64,44.1,41.3,29.1
179,65,44.7,50.4,39.9
179,66,43.3,42.3,30.8
179,67,44.2,42.9,30.6
179,68,44.6,45.4,32.8
179,69,43.8,43.7,31.6
179,70,42.6,47.9,36.7
179,71,43.0,45.8,34.3
179,72,43.3,48.0,34.4
179,73,42.9,46.0,32.9
179,74,44.2,44.9,32.4
179,75,43.5,46.5,35.2
179,76,44.6,46.5,33.7
179,77,43.7,46.6,36.6
179,78,43.0,45.4,33.8
179,79,44.3,44.7,32.7
179,80,45.5,44.4,32.8
179,81,43.7,47.1,35.9
179,82,45.1,45.7,33.6
179,83,45.6,45.5,33.6
179,84,43.6,46.9,36.3
179,85,44.4,49.4,36.2
179,86,45.4,46.9,36.2
179,87,45.2,46.9,35.5
179,88,44.7,46.3,33.3
179,89,45.4,45.3,33.3
179,90,47.8,43.9,33.5
179,91,45.5,45.0,35.1
179,92,43.2,46.3,34.3
179,93,43.5,42.1,32.2
179,94,46.0,46.8,35.8
179,95,46.6,47.5,34.8
179,96,44.6,48.2,35.1
179,97,43.5,45.3,33.3
179,99,45.3,46.9,32.3
179,100,41.8,46.8,34.9
179,102,47.2,46.6,34.0
179,103,46.7,47.6,34.0
179,104,39.8,51.1,45.7
179,106,47.4,46.8,43.0
179,117,43.2,50.4,37.0
179,118,46.0,48.7,34.6
180,53,46.1,43.7,32.5
180,54,45.7,44.4,29.7
180,56,45.2,42.5,28.4
180,57,45.6,43.0,27.9
180,59,44.8,42.9,29.0
180,60,43.2,43.7,30.8
180,61,42.1,43.8,28.9
180,62,44.7,42.7,30.5
180,63,44.1,44.4,29.3
180,64,44.4,44.5,31.1
180,65,45.9,54.4,44.2
180,66,42.5,46.2,33.4
180,67,43.2,45.5,29.3
180,68,42.6,46.7,33.6
180,69,43.5,46.0,30.6
180,70,45.0,45.4,30.7
180,71,43.9,44.8,32.8
180,72,42.8,45.8,31.3
180,73,43.0,44.0,31.9
180,74,44.1,44.0,32.5
180,75,42.5,44.8,33.2
180,76,44.1,45.3,32.1
180,77,44.7,45.8,31.9
180,78,43.6,46.0,34.0
180,79,43.9,46.8,33.2
180,80,42.8,49.3,37.5
180,81,44.7,47.1,35.1
180,82,43.9,45.7,36.2
180,83,45.5,46.1,33.1
180,84,42.9,44.1,33.0
180,85,42.0,53.9,46.6
180,86,45.0,47.4,36.0
180,87,45.4,46.7,34.3
180,88,44.1,44.6,33.6
180,89,45.7,47.2,33.6
180,91,46.6,45.9,34.6
180,92,45.4,48.1,38.8
180,93,42.7,47.7,39.7
180,94,45.6,44.1,34.5
180,95,44.8,52.4,42.7
180,96,48.6,47.0,35.8
180,97,45.8,48.2,35.6
180,98,47.4,47.1,35.8
180,99,41.3,44.9,35.6
180,100,49.2,45.2,38.3
180,102,39.0,64.9,58.4
180,104,45.7,46.1,35.3
180,105,46.6,48.4,35.1
180,108,47.9,46.4,35.7
181,50,45.5,43.7,33.3
181,54,44.6,40.2,27.2
181,57,42.2,42.9,28.0
181,58,41.0,43.6,26.5
181,59,42.2,39.2,30.4
181,60,45.0,41.1,31.2
181,62,43.2,43.6,29.8
181,64,43.6,42.6,33.9
181,65,44.7,49.4,37.0
181,66,45.5,45.1,32.3
181,67,44.2,45.8,31.8
181,68,46.1,45.8,32.4
181,69,44.2,44.1,29.8
181,70,45.8,45.0,31.2
181,71,44.1,43.5,30.9
181,72,44.7,43.7,31.8
181,73,42.0,46.2,36.7
181,74,44.1,46.7,32.5
181,75,43.4,45.9,31.6
181,76,45.6,43.9,32.2
181,77,46.0,44.3,31.8
181,78,44.7,45.1,32.9
181,79,46.0,43.4,34.1
181,80,44.5,46.5,34.6
181,81,44.1,44.5,33.2
181,82,44.4,50.6,38.7
181,83,44.6,44.4,33.5
181,84,46.4,44.3,35.3
181,85,45.0,47.0,33.8
181,86,44.4,45.8,31.2
181,87,45.3,43.5,32.3
181,88,45.6,46.2,33.6
181,89,44.4,47.8,33.5
181,90,44.9,49.7,36.7
181,91,47.2,46.5,36.0
181,92,44.4,46.8,34.6
181,93,42.3,51.1,38.7
181,95,45.9,47.3,34.0
181,97,46.9,46.0,33.6
181,99,46.8,43.4,33.8
181,102,44.9,48.4,35.2
181,103,34.5,67.7,56.6
181,105,39.1,42.9,39.5
181,106,47.5,48.3,37.5
181,108,50.3,47.8,40.6
181,111,42.6,49.5,34.9
182,56,42.5,37.4,29.4
182,57,47.0,43.4,28.5
182,58,46.0,43.3,27.7
182,59,42.8,45.8,29.9
182,60,42.6,43.6,29.6
182,61,42.5,44.0,31.2
182,62,42.8,44.0,31.2
182,63,43.0,45.5,31.7
182,64,41.0,41.0,29.5
182,65,44.4,50.4,38.7
182,66,43.2,47.2,34.8
182,67,45.1,47.8,30.9
182,68,44.7,45.2,34.8
182,69,46.0,43.6,33.6
182,70,40.5,51.9,46.7
182,71,43.1,46.6,37.2
182,72,44.8,44.8,31.6
182,73,45.1,44.8,31.4
182,74,45.0,43.1,31.3
182,75,45.1,45.7,31.9
182,76,46.0,44.4,30.9
182,77,42.0,50.1,38.9
182,78,46.3,46.2,32.1
182,79,45.0,46.8,32.0
182,80,42.9,46.6,35.2
182,81,45.5,44.4,32.4
182,82,43.6,44.9,32.4
182,83,45.2,46.4,33.1
182,84,44.8,43.3,31.2
182,85,44.3,46.7,33.4
182,86,44.8,45.2,34.7
182,87,47.3,46.3,33.2
182,88,45.0,47.3,31.3
182,89,44.0,47.4,35.9
182,90,45.9,46.0,35.3
182,91,46.4,44.9,35.3
182,92,44.0,46.8,34.2
182,93,45.0,46.7,35.0
182,94,39.5,62.0,53.9
182,95,46.4,45.6,34.5
182,96,45.1,51.2,34.4
182,97,44.9,44.2,34.3
182,98,44.0,51.4,41.9
182,103,51.7,46.4,39.8
182,108,54.4,44.0,36.5
182,111,39.5,45.8,34.6
182,117,46.5,49.9,35.8
183,55,45.4,41.5,27.5
183,58,44.4,43.5,29.3
183,63,44.6,45.8,29.7
183,64,45.5,46.3,30.3
183,65,46.1,52.1,42.8
183,66,47.0,45.1,34.1
183,67,45.0,45.4,30.8
183,68,45.4,43.8,31.0
183,69,42.4,45.8,30.6
183,70,44.6,43.3,32.4
183,71,43.9,43.2,31.6
183,72,44.4,43.2,30.4
183,73,44.3,43.4,30.7
183,74,44.0,44.5,32.6
183,75,44.4,48.2,38.3
183,76,43.6,45.2,31.6
183,77,43.6,44.7,32.3
183,78,43.2,42.1,31.4
183,79,39.6,52.9,42.8
183,80,45.6,47.8,32.9
183,81,44.7,47.2,34.6
183,82,45.1,47.3,33.7
183,83,46.6,48.4,31.2
183,84,46.5,43.6,31.8
183,85,44.2,49.5,38.5
183,86,45.3,46.9,32.8
183,87,46.4,46.6,35.4
183,88,46.0,46.1,33.7
183,89,46.2,46.1,35.5
183,90,46.1,45.5,35.2
183,91,46.9,44.7,35.3
183,93,40.0,54.9,55.4
183,94,46.2,46.0,34.3
183,95,45.3,47.3,35.0
183,97,46.5,46.5,36.7
183,99,44.2,46.4,34.0
183,100,43.8,46.9,36.1
183,101,46.5,50.8,37.0
183,105,47.7,45.8,40.6
183,106,49.6,48.2,35.7
183,107,45.8,50.3,38.2
184,55,48.8,42.3,35.0
184,59,47.8,42.4,30.5
184,61,47.0,39.0,30.0
184,62,43.4,44.8,31.5
184,63,44.6,42.2,29.8
184,64,49.3,42.5,29.5
184,65,45.8,54.4,47.4
184,66,43.1,46.9,31.1
184,67,45.3,43.0,30.2
184,68,43.5,44.5,32.9
184,69,49.0,41.0,27.3
184,70,45.9,42.9,32.9
184,71,45.0,45.4,32.3
184,72,47.1,46.5,31.8
184,73,46.1,46.9,33.2
184,74,41.7,49.5,30.7
184,75,44.7,45.3,32.0
184,76,43.3,47.4,33.6
184,77,44.6,45.9,31.9
184,78,45.1,51.6,40.4
184,80,43.9,45.8,32.9
184,81,45.8,46.5,33.6
184,82,43.9,45.5,33.1
184,83,45.1,51.7,39.5
184,84,44.3,43.4,31.2
184,86,45.7,47.9,32.1
184,87,46.5,46.9,33.5
184,88,47.0,46.6,36.4
184,89,47.2,46.6,34.6
184,90,46.7,45.9,34.0
184,91,45.0,45.0,32.9
184,92,45.0,47.4,33.1
184,94,43.6,46.7,34.1
184,95,43.8,44.1,33.6
184,98,45.2,43.5,35.8
184,100,47.7,48.2,36.0
184,101,45.8,45.4,33.6
184,102,49.2,49.4,35.8
184,105,44.8,48.7,34.3
185,57,45.7,42.1,27.2
185,61,44.4,41.7,30.1
185,63,44.4,44.1,29.0
185,64,33.5,53.2,45.8
185,65,45.9,58.8,50.5
185,67,46.5,40.5,30.6
185,68,47.7,44.0,34.0
185,69,44.2,43.9,29.6
185,70,44.4,45.7,27.7
185,71,46.1,46.0,29.6
185,72,47.6,44.0,32.9
185,73,46.5,43.8,32.5
185,74,44.3,47.2,31.8
185,75,42.3,45.7,31.8
185,76,46.4,47.8,35.9
185,77,46.4,47.0,33.6
185,78,45.0,45.6,32.8
185,79,47.2,46.4,34.6
185,80,45.0,46.2,33.7
185,81,46.1,48.1,31.8
185,82,46.7,45.6,32.6
185,83,43.3,48.0,36.0
185,85,43.7,45.0,32.7
185,86,47.8,45.6,32.9
185,87,46.9,46.1,33.8
185,88,47.5,48.1,32.1
185,89,44.3,46.3,34.5
185,91,44.2,47.6,34.0
185,93,49.6,46.6,34.0
185,94,42.9,45.8,34.6
185,100,46.6,45.6,39.0
185,101,46.4,44.8,33.0
185,103,40.0,51.0,46.8
185,106,45.1,43.5,36.0
185,110,47.5,48.4,36.3
185,111,48.9,43.5,35.1
185,113,43.0,57.1,47.0
185,117,47.8,51.3,36.3
186,64,43.5,54.8,44.7
186,65,47.4,61.2,55.4
186,66,40.5,43.9,31.4
186,67,45.5,44.4,29.1
186,69,49.1,38.2,29.8
186,71,44.3,46.6,31.0
186,73,44.0,44.7,32.5
186,75,45.5,46.0,32.2
186,77,47.0,44.0,30.2
186,78,42.6,43.0,32.4
186,79,47.1,46.6,31.7
186,80,45.7,45.4,31.3
186,81,43.8,47.7,32.6
186,82,46.6,46.7,32.3
186,83,51.5,45.6,37.6
186,84,44.8,52.6,42.9
186,86,48.2,46.3,35.3
186,88,42.0,45.0,32.8
186,89,46.0,44.1,32.7
186,90,46.6,46.3,33.2
186,92,44.8,46.9,33.3
186,93,44.3,48.3,34.7
186,95,48.0,49.2,34.4
186,99,49.1,48.3,36.6
186,101,47.0,48.5,35.4
186,102,52.0,49.0,40.2
186,103,47.1,47.7,35.8
186,107,48.2,43.5,37.5
186,111,47.4,45.6,33.8
186,112,48.5,43.0,37.2
187,61,48.0,45.5,28.7
187,65,47.5,55.6,45.0
187,67,39.8,39.5,32.7
187,68,43.0,49.8,31.5
187,69,47.2,42.0,31.6
187,70,42.0,50.9,38.7
187,71,44.8,44.4,31.2
187,73,44.8,45.3,31.9
187,76,48.5,41.5,29.7
187,77,46.2,44.0,32.0
187,80,46.0,46.6,32.0
187,82,44.4,43.0,31.8
187,83,46.6,48.7,32.1
187,84,45.6,41.4,31.2
187,86,46.9,44.1,32.8
187,87,43.7,46.7,33.9
187,93,47.8,45.6,33.7
187,95,44.1,48.2,32.6
187,98,44.6,46.7,33.2
188,65,49.9,48.5,30.4
188,66,45.0,46.3,29.4
188,72,42.1,43.1,31.2
188,74,48.2,46.7,33.5
188,75,34.5,56.1,51.2
188,77,46.3,49.3,30.7
188,87,42.3,40.7,32.7
188,89,43.5,45.4,32.0
188,90,44.0,59.4,51.0
188,98,48.4,38.2,31.7
188,100,47.0,52.7,41.1
188,104,40.4,48.9,33.3
188,108,47.0,48.5,41.8
189,64,44.5,43.5,30.3
189,65,48.0,60.8,55.1
189,77,48.0,43.8,32.3
189,80,49.3,48.5,32.2
189,83,51.5,47.5,33.7
189,89,35.0,58.4,52.8
189,95,46.4,45.0,31.9
189,96,45.5,49.4,34.1
189,103,47.0,51.0,39.5
189,106,49.1,50.8,34.5
190,70,46.5,44.0,30.0
190,79,46.0,42.8,31.0
190,80,48.0,42.4,33.0
190,88,47.2,42.9,31.8
190,90,50.0,49.0,35.1
190,97,46.1,48.1,34.5
191,77,49.6,47.8,29.8
191,84,41.9,46.8,33.0
191,86,49.0,49.7,33.5
191,101,47.0,48.5,34.1
191,117,48.1,53.9,38.4
192,119,49.3,51.0,35.8
